Loss, 10.428420
Loss, 7.659701
Loss, 5.725415
Loss, 5.843421
Loss, 5.915397
Loss, 5.787488
Loss, 5.796314
Loss, 5.590834
Loss, 5.447237
Loss, 5.253830
Loss, 5.165297
Loss, 4.761008
Loss, 4.421209
Loss, 4.138099
Loss, 3.827870
Loss, 3.533604
Loss, 3.394333
Loss, 3.060140
Loss, 2.923060
Loss, 2.761647
Loss, 2.735130
Loss, 2.622134
Loss, 5.721360
Loss, 5.547875
Loss, 5.668953
Loss, 5.727291
Loss, 5.589584
Loss, 5.523376
Loss, 5.319150
Loss, 5.136127
Loss, 4.909660
Loss, 4.793077
Loss, 4.472908
Loss, 3.450770
Loss, 3.405501
Loss, 3.435150
Loss, 3.365778
Loss, 3.484220
Loss, 3.492768
Loss, 3.414230
Loss, 3.427584
Loss, 3.408016
Loss, 3.436174
Loss, 3.444301
Loss, 3.499138
Loss, 3.470481
Loss, 3.471417
Loss, 3.460983
Loss, 3.493296
Loss, 3.470814
Loss, 3.487751
Loss, 3.509673
Loss, 3.500491
Loss, 3.517291
Loss, 3.457613
Loss, 3.484458
Loss, 3.519946
Loss, 3.485016
Loss, 3.482747
Loss, 3.484535
Loss, 3.476128
Loss, 3.514417
Loss, 3.474420
Loss, 3.484490
Loss, 3.472466
Loss, 3.519804
Loss, 3.460206
Loss, 3.465065
Loss, 3.466931
Loss, 3.498804
Loss, 3.447771
Loss, 3.505788
Loss, 3.428311
Loss, 3.428752
Loss, 3.539521
Loss, 3.472518
Loss, 3.492188
Loss, 3.450397
Loss, 3.458621
Loss, 3.482142
Loss, 3.494429
Loss, 3.429506
Loss, 3.469587
Loss, 3.523785
Loss, 3.461244
Loss, 3.486007
Loss, 3.431991
Loss, 3.500429
Loss, 3.456943
Loss, 3.507960
Loss, 3.480969
Loss, 3.453985
Loss, 3.446558
Loss, 3.433194
Loss, 3.508407
Loss, 3.492507
Loss, 3.411686
Loss, 3.456193
Loss, 3.406605
Loss, 3.481178
Loss, 3.455590
Loss, 3.410946
Loss, 3.399676
Loss, 3.447022
Loss, 3.424447
Loss, 3.406951
Loss, 3.431524
Loss, 3.388686
Loss, 3.427216
Loss, 3.391910
Loss, 3.376624
Loss, 3.377383
Loss, 3.393104
Loss, 3.341374
Loss, 3.358614
Loss, 3.271744
Loss, 3.325967
Loss, 3.322115
Loss, 3.334921
Loss, 3.298483
Loss, 3.308383
Loss, 3.350142
Loss, 3.259300
Loss, 3.275139
Loss, 3.300969
Loss, 3.213146
Loss, 3.215068
Loss, 3.209882
Loss, 3.200909
Loss, 3.185348
Loss, 3.134188
Loss, 3.085209
Loss, 3.148164
Loss, 3.099613
Loss, 3.125086
Loss, 3.050260
Loss, 3.048256
Loss, 3.071777
Loss, 3.061001
Loss, 2.979716
Loss, 3.028204
Loss, 2.994652
Loss, 2.969599
Loss, 2.985604
Loss, 2.947366
Loss, 2.871846
Loss, 2.886763
Loss, 2.838652
Loss, 2.855115
Loss, 2.790971
Loss, 2.796715
Loss, 2.875646
Loss, 2.740731
Loss, 2.750909
Loss, 2.777392
Loss, 2.688430
Loss, 2.726701
Loss, 2.688732
Loss, 2.677483
Loss, 2.694495
Loss, 2.665920
Loss, 2.575821
Loss, 2.571639
Loss, 2.564998
Loss, 2.521688
Loss, 2.456139
Loss, 2.428054
Loss, 2.431505
Loss, 2.414529
Loss, 2.315614
Loss, 2.428469
Loss, 2.302604
Loss, 2.330492
Loss, 2.288909
Loss, 2.285161
Loss, 2.185932
Loss, 2.226896
Loss, 2.213109
Loss, 2.089741
Loss, 2.028610
Loss, 2.070079
Loss, 1.998827
Loss, 1.996168
Loss, 2.064753
Loss, 1.884769
Loss, 2.002347
Loss, 1.879993
Loss, 1.906408
Loss, 1.883563
Loss, 1.796564
Loss, 1.781585
Loss, 1.847918
Loss, 1.732779
Loss, 1.666243
Loss, 1.606102
Loss, 1.601325
Loss, 1.647068
Loss, 1.651638
Loss, 1.563917
Loss, 1.523137
Loss, 1.503976
Loss, 1.468346
Loss, 1.385354
Loss, 1.372836
Loss, 1.363889
Loss, 1.351698
Loss, 1.427974
Loss, 1.334839
Loss, 1.270623
Loss, 1.333441
Loss, 1.255408
Loss, 1.224143
Loss, 1.304005
